latitude,longitude,sound
23.54567318,87.28209403 ,75.5818061308623
23.54567318,87.28209403 ,75.5818061308623
23.54567318,87.28209403 ,75.5818061308623
23.54567318,87.28209403 ,75.5818061308623
23.54567318,87.28209403 ,75.5818061308623
23.54567318,87.28209403 ,75.5818061308623
23.54567318,87.28209403 ,75.5818061308623
23.54567318,87.28209403 ,75.5818061308623
23.54567318,87.28209403 ,75.5818061308623
23.54567318,87.28209403 ,75.5818061308623
23.54567318,87.28209403 ,75.5818061308623
23.54567318,87.28209403 ,78.11619430075596
23.54567318,87.28209403 ,78.11619430075596
23.54567318,87.28209403 ,78.11619430075596
23.54567318,87.28209403 ,78.11619430075596
23.54567318,87.28209403 ,78.11619430075596
23.54567318,87.28209403 ,78.11619430075596
23.54567318,87.28209403 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,78.11619430075596
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
23.54573713,87.28197129 ,77.67880195568291
